id,question,direction
4344,I am cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4345,I am driving west along the north shore of the island. In which direction is the sea?,north
4346,I am driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4347,I am driving north along the east shore of the island. In which direction is the sea?,east
4348,I am driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4349,I am driving east along the south shore of the island. In which direction is the sea?,south
4350,I am driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4351,I am driving south along the west shore of the island. In which direction is the sea?,west
4352,I am driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4353,I am jogging west along the north shore of the island. In which direction is the sea?,north
4354,I am jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4355,I am jogging north along the east shore of the island. In which direction is the sea?,east
4356,I am jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4357,I am jogging east along the south shore of the island. In which direction is the sea?,south
4358,I am jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4359,I am jogging south along the west shore of the island. In which direction is the sea?,west
4360,I am jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4361,I am riding west along the north shore of the island. In which direction is the sea?,north
4362,I am riding north-west along the north-east shore of the island. In which direction is the sea?,north-east
4363,I am riding north along the east shore of the island. In which direction is the sea?,east
4364,I am riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
4365,I am riding east along the south shore of the island. In which direction is the sea?,south
4366,I am riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
4367,I am riding south along the west shore of the island. In which direction is the sea?,west
4368,I am riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
4369,I am perambulating west along the north shore of the island. In which direction is the sea?,north
4370,I am perambulating north-west along the north-east shore of the island. In which direction is the sea?,north-east
4371,I am perambulating north along the east shore of the island. In which direction is the sea?,east
4372,I am perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
4373,I am perambulating east along the south shore of the island. In which direction is the sea?,south
4374,I am perambulating south-east along the south-west shore of the island. In which direction is the sea?,south-west
4375,I am perambulating south along the west shore of the island. In which direction is the sea?,west
4376,I am perambulating south-west along the north-west shore of the island. In which direction is the sea?,north-west
4377,I am hiking west along the north shore of the island. In which direction is the sea?,north
4378,I am hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4379,I am hiking north along the east shore of the island. In which direction is the sea?,east
4380,I am hiking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4381,I am hiking east along the south shore of the island. In which direction is the sea?,south
4382,I am hiking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4383,I am hiking south along the west shore of the island. In which direction is the sea?,west
4384,I am hiking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4385,I am unicycling west along the north shore of the island. In which direction is the sea?,north
4386,I am unicycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4387,I am unicycling north along the east shore of the island. In which direction is the sea?,east
4388,I am unicycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4389,I am unicycling east along the south shore of the island. In which direction is the sea?,south
4390,I am unicycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4391,I am unicycling south along the west shore of the island. In which direction is the sea?,west
4392,I am unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4393,I am racing west along the north shore of the island. In which direction is the sea?,north
4394,I am racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
4395,I am racing north along the east shore of the island. In which direction is the sea?,east
4396,I am racing north-east along the south-east shore of the island. In which direction is the sea?,south-east
4397,I am racing east along the south shore of the island. In which direction is the sea?,south
4398,I am racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4399,I am racing south along the west shore of the island. In which direction is the sea?,west
4400,I am racing south-west along the north-west shore of the island. In which direction is the sea?,north-west
4401,You are running west along the north shore of the island. In which direction is the sea?,north
4402,You are running north-west along the north-east shore of the island. In which direction is the sea?,north-east
4403,You are running north along the east shore of the island. In which direction is the sea?,east
4404,You are running north-east along the south-east shore of the island. In which direction is the sea?,south-east
4405,You are running east along the south shore of the island. In which direction is the sea?,south
4406,You are running south-east along the south-west shore of the island. In which direction is the sea?,south-west
4407,You are running south along the west shore of the island. In which direction is the sea?,west
4408,You are running south-west along the north-west shore of the island. In which direction is the sea?,north-west
4409,You are walking west along the north shore of the island. In which direction is the sea?,north
4410,You are walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4411,You are walking north along the east shore of the island. In which direction is the sea?,east
4412,You are walking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4413,You are walking east along the south shore of the island. In which direction is the sea?,south
4414,You are walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4415,You are walking south along the west shore of the island. In which direction is the sea?,west
4416,You are walking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4417,You are cycling west along the north shore of the island. In which direction is the sea?,north
4418,You are cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4419,You are cycling north along the east shore of the island. In which direction is the sea?,east
4420,You are cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4421,You are cycling east along the south shore of the island. In which direction is the sea?,south
4422,You are cycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4423,You are cycling south along the west shore of the island. In which direction is the sea?,west
4424,You are cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4425,You are driving west along the north shore of the island. In which direction is the sea?,north
4426,You are driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4427,You are driving north along the east shore of the island. In which direction is the sea?,east
4428,You are driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4429,You are driving east along the south shore of the island. In which direction is the sea?,south
4430,You are driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4431,You are driving south along the west shore of the island. In which direction is the sea?,west
4432,You are driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4433,You are jogging west along the north shore of the island. In which direction is the sea?,north
4434,You are jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4435,You are jogging north along the east shore of the island. In which direction is the sea?,east
4436,You are jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4437,You are jogging east along the south shore of the island. In which direction is the sea?,south
4438,You are jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4439,You are jogging south along the west shore of the island. In which direction is the sea?,west
4440,You are jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4441,You are riding west along the north shore of the island. In which direction is the sea?,north
4442,You are riding north-west along the north-east shore of the island. In which direction is the sea?,north-east
4443,You are riding north along the east shore of the island. In which direction is the sea?,east
4444,You are riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
4445,You are riding east along the south shore of the island. In which direction is the sea?,south
4446,You are riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
4447,You are riding south along the west shore of the island. In which direction is the sea?,west
4448,You are riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
4449,You are perambulating west along the north shore of the island. In which direction is the sea?,north
4450,You are perambulating north-west along the north-east shore of the island. In which direction is the sea?,north-east
4451,You are perambulating north along the east shore of the island. In which direction is the sea?,east
4452,You are perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
4453,You are perambulating east along the south shore of the island. In which direction is the sea?,south
4454,You are perambulating south-east along the south-west shore of the island. In which direction is the sea?,south-west
4455,You are perambulating south along the west shore of the island. In which direction is the sea?,west
4456,You are perambulating south-west along the north-west shore of the island. In which direction is the sea?,north-west
4457,You are hiking west along the north shore of the island. In which direction is the sea?,north
4458,You are hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4459,You are hiking north along the east shore of the island. In which direction is the sea?,east
4460,You are hiking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4461,You are hiking east along the south shore of the island. In which direction is the sea?,south
4462,You are hiking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4463,You are hiking south along the west shore of the island. In which direction is the sea?,west
4464,You are hiking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4465,You are unicycling west along the north shore of the island. In which direction is the sea?,north
4466,You are unicycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4467,You are unicycling north along the east shore of the island. In which direction is the sea?,east
4468,You are unicycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4469,You are unicycling east along the south shore of the island. In which direction is the sea?,south
4470,You are unicycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4471,You are unicycling south along the west shore of the island. In which direction is the sea?,west
4472,You are unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4473,You are racing west along the north shore of the island. In which direction is the sea?,north
4474,You are racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
4475,You are racing north along the east shore of the island. In which direction is the sea?,east
4476,You are racing north-east along the south-east shore of the island. In which direction is the sea?,south-east
4477,You are racing east along the south shore of the island. In which direction is the sea?,south
4478,You are racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4479,You are racing south along the west shore of the island. In which direction is the sea?,west
4480,You are racing south-west along the north-west shore of the island. In which direction is the sea?,north-west
4481,He is running west along the north shore of the island. In which direction is the sea?,north
4482,He is running north-west along the north-east shore of the island. In which direction is the sea?,north-east
4483,He is running north along the east shore of the island. In which direction is the sea?,east
4484,He is running north-east along the south-east shore of the island. In which direction is the sea?,south-east
4485,He is running east along the south shore of the island. In which direction is the sea?,south
4486,He is running south-east along the south-west shore of the island. In which direction is the sea?,south-west
4487,He is running south along the west shore of the island. In which direction is the sea?,west
4488,He is running south-west along the north-west shore of the island. In which direction is the sea?,north-west
4489,He is walking west along the north shore of the island. In which direction is the sea?,north
4490,He is walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4491,He is walking north along the east shore of the island. In which direction is the sea?,east
4492,He is walking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4493,He is walking east along the south shore of the island. In which direction is the sea?,south
4494,He is walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4495,He is walking south along the west shore of the island. In which direction is the sea?,west
4496,He is walking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4497,He is cycling west along the north shore of the island. In which direction is the sea?,north
4498,He is cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4499,He is cycling north along the east shore of the island. In which direction is the sea?,east
4500,He is cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4501,He is cycling east along the south shore of the island. In which direction is the sea?,south
4502,He is cycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4503,He is cycling south along the west shore of the island. In which direction is the sea?,west
4504,He is cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4505,He is driving west along the north shore of the island. In which direction is the sea?,north
4506,He is driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4507,He is driving north along the east shore of the island. In which direction is the sea?,east
4508,He is driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4509,He is driving east along the south shore of the island. In which direction is the sea?,south
4510,He is driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4511,He is driving south along the west shore of the island. In which direction is the sea?,west
4512,He is driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4513,He is jogging west along the north shore of the island. In which direction is the sea?,north
4514,He is jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4515,He is jogging north along the east shore of the island. In which direction is the sea?,east
4516,He is jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4517,He is jogging east along the south shore of the island. In which direction is the sea?,south
4518,He is jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4519,He is jogging south along the west shore of the island. In which direction is the sea?,west
4520,He is jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4521,He is riding west along the north shore of the island. In which direction is the sea?,north
4522,He is riding north-west along the north-east shore of the island. In which direction is the sea?,north-east
4523,He is riding north along the east shore of the island. In which direction is the sea?,east
4524,He is riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
4525,He is riding east along the south shore of the island. In which direction is the sea?,south
4526,He is riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
4527,He is riding south along the west shore of the island. In which direction is the sea?,west
4528,He is riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
4529,He is perambulating west along the north shore of the island. In which direction is the sea?,north
4530,He is perambulating north-west along the north-east shore of the island. In which direction is the sea?,north-east
4531,He is perambulating north along the east shore of the island. In which direction is the sea?,east
4532,He is perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
4533,He is perambulating east along the south shore of the island. In which direction is the sea?,south
4534,He is perambulating south-east along the south-west shore of the island. In which direction is the sea?,south-west
4535,He is perambulating south along the west shore of the island. In which direction is the sea?,west
4536,He is perambulating south-west along the north-west shore of the island. In which direction is the sea?,north-west
4537,He is hiking west along the north shore of the island. In which direction is the sea?,north
4538,He is hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4539,He is hiking north along the east shore of the island. In which direction is the sea?,east
4540,He is hiking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4541,He is hiking east along the south shore of the island. In which direction is the sea?,south
4542,He is hiking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4543,He is hiking south along the west shore of the island. In which direction is the sea?,west
4544,He is hiking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4545,He is unicycling west along the north shore of the island. In which direction is the sea?,north
4546,He is unicycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4547,He is unicycling north along the east shore of the island. In which direction is the sea?,east
4548,He is unicycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4549,He is unicycling east along the south shore of the island. In which direction is the sea?,south
4550,He is unicycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4551,He is unicycling south along the west shore of the island. In which direction is the sea?,west
4552,He is unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4553,He is racing west along the north shore of the island. In which direction is the sea?,north
4554,He is racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
4555,He is racing north along the east shore of the island. In which direction is the sea?,east
4556,He is racing north-east along the south-east shore of the island. In which direction is the sea?,south-east
4557,He is racing east along the south shore of the island. In which direction is the sea?,south
4558,He is racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4559,He is racing south along the west shore of the island. In which direction is the sea?,west
4560,He is racing south-west along the north-west shore of the island. In which direction is the sea?,north-west
4561,She is running west along the north shore of the island. In which direction is the sea?,north
4562,She is running north-west along the north-east shore of the island. In which direction is the sea?,north-east
4563,She is running north along the east shore of the island. In which direction is the sea?,east
4564,She is running north-east along the south-east shore of the island. In which direction is the sea?,south-east
4565,She is running east along the south shore of the island. In which direction is the sea?,south
4566,She is running south-east along the south-west shore of the island. In which direction is the sea?,south-west
4567,She is running south along the west shore of the island. In which direction is the sea?,west
4568,She is running south-west along the north-west shore of the island. In which direction is the sea?,north-west
4569,She is walking west along the north shore of the island. In which direction is the sea?,north
4570,She is walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4571,She is walking north along the east shore of the island. In which direction is the sea?,east
4572,She is walking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4573,She is walking east along the south shore of the island. In which direction is the sea?,south
4574,She is walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4575,She is walking south along the west shore of the island. In which direction is the sea?,west
4576,She is walking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4577,She is cycling west along the north shore of the island. In which direction is the sea?,north
4578,She is cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4579,She is cycling north along the east shore of the island. In which direction is the sea?,east
4580,She is cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4581,She is cycling east along the south shore of the island. In which direction is the sea?,south
4582,She is cycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4583,She is cycling south along the west shore of the island. In which direction is the sea?,west
4584,She is cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4585,She is driving west along the north shore of the island. In which direction is the sea?,north
4586,She is driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4587,She is driving north along the east shore of the island. In which direction is the sea?,east
4588,She is driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4589,She is driving east along the south shore of the island. In which direction is the sea?,south
4590,She is driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4591,She is driving south along the west shore of the island. In which direction is the sea?,west
4592,She is driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4593,She is jogging west along the north shore of the island. In which direction is the sea?,north
4594,She is jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4595,She is jogging north along the east shore of the island. In which direction is the sea?,east
4596,She is jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4597,She is jogging east along the south shore of the island. In which direction is the sea?,south
4598,She is jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4599,She is jogging south along the west shore of the island. In which direction is the sea?,west
4600,She is jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4601,She is riding west along the north shore of the island. In which direction is the sea?,north
4602,She is riding north-west along the north-east shore of the island. In which direction is the sea?,north-east
4603,She is riding north along the east shore of the island. In which direction is the sea?,east
4604,She is riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
4605,She is riding east along the south shore of the island. In which direction is the sea?,south
4606,She is riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
4607,She is riding south along the west shore of the island. In which direction is the sea?,west
4608,She is riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
4609,She is perambulating west along the north shore of the island. In which direction is the sea?,north
4610,She is perambulating north-west along the north-east shore of the island. In which direction is the sea?,north-east
4611,She is perambulating north along the east shore of the island. In which direction is the sea?,east
4612,She is perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
4613,She is perambulating east along the south shore of the island. In which direction is the sea?,south
4614,She is perambulating south-east along the south-west shore of the island. In which direction is the sea?,south-west
4615,She is perambulating south along the west shore of the island. In which direction is the sea?,west
4616,She is perambulating south-west along the north-west shore of the island. In which direction is the sea?,north-west
4617,She is hiking west along the north shore of the island. In which direction is the sea?,north
4618,She is hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4619,She is hiking north along the east shore of the island. In which direction is the sea?,east
4620,She is hiking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4621,She is hiking east along the south shore of the island. In which direction is the sea?,south
4622,She is hiking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4623,She is hiking south along the west shore of the island. In which direction is the sea?,west
4624,She is hiking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4625,She is unicycling west along the north shore of the island. In which direction is the sea?,north
4626,She is unicycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4627,She is unicycling north along the east shore of the island. In which direction is the sea?,east
4628,She is unicycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4629,She is unicycling east along the south shore of the island. In which direction is the sea?,south
4630,She is unicycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4631,She is unicycling south along the west shore of the island. In which direction is the sea?,west
4632,She is unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4633,She is racing west along the north shore of the island. In which direction is the sea?,north
4634,She is racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
4635,She is racing north along the east shore of the island. In which direction is the sea?,east
4636,She is racing north-east along the south-east shore of the island. In which direction is the sea?,south-east
4637,She is racing east along the south shore of the island. In which direction is the sea?,south
4638,She is racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4639,She is racing south along the west shore of the island. In which direction is the sea?,west
4640,She is racing south-west along the north-west shore of the island. In which direction is the sea?,north-west
4641,We are running west along the north shore of the island. In which direction is the sea?,north
4642,We are running north-west along the north-east shore of the island. In which direction is the sea?,north-east
4643,We are running north along the east shore of the island. In which direction is the sea?,east
4644,We are running north-east along the south-east shore of the island. In which direction is the sea?,south-east
4645,We are running east along the south shore of the island. In which direction is the sea?,south
4646,We are running south-east along the south-west shore of the island. In which direction is the sea?,south-west
4647,We are running south along the west shore of the island. In which direction is the sea?,west
4648,We are running south-west along the north-west shore of the island. In which direction is the sea?,north-west
4649,We are walking west along the north shore of the island. In which direction is the sea?,north
4650,We are walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4651,We are walking north along the east shore of the island. In which direction is the sea?,east
4652,We are walking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4653,We are walking east along the south shore of the island. In which direction is the sea?,south
4654,We are walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4655,We are walking south along the west shore of the island. In which direction is the sea?,west
4656,We are walking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4657,We are cycling west along the north shore of the island. In which direction is the sea?,north
4658,We are cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4659,We are cycling north along the east shore of the island. In which direction is the sea?,east
4660,We are cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4661,We are cycling east along the south shore of the island. In which direction is the sea?,south
4662,We are cycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4663,We are cycling south along the west shore of the island. In which direction is the sea?,west
4664,We are cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4665,We are driving west along the north shore of the island. In which direction is the sea?,north
4666,We are driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4667,We are driving north along the east shore of the island. In which direction is the sea?,east
4668,We are driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4669,We are driving east along the south shore of the island. In which direction is the sea?,south
4670,We are driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4671,We are driving south along the west shore of the island. In which direction is the sea?,west
4672,We are driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4673,We are jogging west along the north shore of the island. In which direction is the sea?,north
4674,We are jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4675,We are jogging north along the east shore of the island. In which direction is the sea?,east
4676,We are jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4677,We are jogging east along the south shore of the island. In which direction is the sea?,south
4678,We are jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4679,We are jogging south along the west shore of the island. In which direction is the sea?,west
4680,We are jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4681,We are riding west along the north shore of the island. In which direction is the sea?,north
4682,We are riding north-west along the north-east shore of the island. In which direction is the sea?,north-east
4683,We are riding north along the east shore of the island. In which direction is the sea?,east
4684,We are riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
4685,We are riding east along the south shore of the island. In which direction is the sea?,south
4686,We are riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
4687,We are riding south along the west shore of the island. In which direction is the sea?,west
4688,We are riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
4689,We are perambulating west along the north shore of the island. In which direction is the sea?,north
4690,We are perambulating north-west along the north-east shore of the island. In which direction is the sea?,north-east
4691,We are perambulating north along the east shore of the island. In which direction is the sea?,east
4692,We are perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
4693,We are perambulating east along the south shore of the island. In which direction is the sea?,south
4694,We are perambulating south-east along the south-west shore of the island. In which direction is the sea?,south-west
4695,We are perambulating south along the west shore of the island. In which direction is the sea?,west
4696,We are perambulating south-west along the north-west shore of the island. In which direction is the sea?,north-west
4697,We are hiking west along the north shore of the island. In which direction is the sea?,north
4698,We are hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4699,We are hiking north along the east shore of the island. In which direction is the sea?,east
4700,We are hiking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4701,We are hiking east along the south shore of the island. In which direction is the sea?,south
4702,We are hiking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4703,We are hiking south along the west shore of the island. In which direction is the sea?,west
4704,We are hiking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4705,We are unicycling west along the north shore of the island. In which direction is the sea?,north
4706,We are unicycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4707,We are unicycling north along the east shore of the island. In which direction is the sea?,east
4708,We are unicycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4709,We are unicycling east along the south shore of the island. In which direction is the sea?,south
4710,We are unicycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4711,We are unicycling south along the west shore of the island. In which direction is the sea?,west
4712,We are unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4713,We are racing west along the north shore of the island. In which direction is the sea?,north
4714,We are racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
4715,We are racing north along the east shore of the island. In which direction is the sea?,east
4716,We are racing north-east along the south-east shore of the island. In which direction is the sea?,south-east
4717,We are racing east along the south shore of the island. In which direction is the sea?,south
4718,We are racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4719,We are racing south along the west shore of the island. In which direction is the sea?,west
4720,We are racing south-west along the north-west shore of the island. In which direction is the sea?,north-west
4721,They are running west along the north shore of the island. In which direction is the sea?,north
4722,They are running north-west along the north-east shore of the island. In which direction is the sea?,north-east
4723,They are running north along the east shore of the island. In which direction is the sea?,east
4724,They are running north-east along the south-east shore of the island. In which direction is the sea?,south-east
4725,They are running east along the south shore of the island. In which direction is the sea?,south
4726,They are running south-east along the south-west shore of the island. In which direction is the sea?,south-west
4727,They are running south along the west shore of the island. In which direction is the sea?,west
4728,They are running south-west along the north-west shore of the island. In which direction is the sea?,north-west
4729,They are walking west along the north shore of the island. In which direction is the sea?,north
4730,They are walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4731,They are walking north along the east shore of the island. In which direction is the sea?,east
4732,They are walking north-east along the south-east shore of the island. In which direction is the sea?,south-east
4733,They are walking east along the south shore of the island. In which direction is the sea?,south
4734,They are walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
4735,They are walking south along the west shore of the island. In which direction is the sea?,west
4736,They are walking south-west along the north-west shore of the island. In which direction is the sea?,north-west
4737,They are cycling west along the north shore of the island. In which direction is the sea?,north
4738,They are cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
4739,They are cycling north along the east shore of the island. In which direction is the sea?,east
4740,They are cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
4741,They are cycling east along the south shore of the island. In which direction is the sea?,south
4742,They are cycling south-east along the south-west shore of the island. In which direction is the sea?,south-west
4743,They are cycling south along the west shore of the island. In which direction is the sea?,west
4744,They are cycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
4745,They are driving west along the north shore of the island. In which direction is the sea?,north
4746,They are driving north-west along the north-east shore of the island. In which direction is the sea?,north-east
4747,They are driving north along the east shore of the island. In which direction is the sea?,east
4748,They are driving north-east along the south-east shore of the island. In which direction is the sea?,south-east
4749,They are driving east along the south shore of the island. In which direction is the sea?,south
4750,They are driving south-east along the south-west shore of the island. In which direction is the sea?,south-west
4751,They are driving south along the west shore of the island. In which direction is the sea?,west
4752,They are driving south-west along the north-west shore of the island. In which direction is the sea?,north-west
4753,They are jogging west along the north shore of the island. In which direction is the sea?,north
4754,They are jogging north-west along the north-east shore of the island. In which direction is the sea?,north-east
4755,They are jogging north along the east shore of the island. In which direction is the sea?,east
4756,They are jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4757,They are jogging east along the south shore of the island. In which direction is the sea?,south
4758,They are jogging south-east along the south-west shore of the island. In which direction is the sea?,south-west
4759,They are jogging south along the west shore of the island. In which direction is the sea?,west
