source_entity,source_geometry,target_entity,target_geometry,corpus,relation_type,relation_label,explanation,ambiguity_level
City of Detroit,Polygon,City of Windsor,Polygon,The American and Canadian municipalities sit flush against the international boundary drawn invisibly down the center of the river.,topological,touches,Two city polygons from different nations that share a continuous aquatic border.,Level 3
Mount Everest Summit,Point,Nepal-China Border,LineString,The extreme-elevation physical point of the mountain sits completely flush against the mathematical geodesic line defining the international border.,topological,touches,A physical extreme-elevation point geometry meeting perfectly with an invisible boundary line.,Level 3
State of Colorado,Polygon,State of New Mexico,Polygon,A perfectly straight latitudinal survey line perfectly unites the two southwestern jurisdictions.,topological,touches,Two state administrative polygons meeting at a geometric edge.,Level 3
State of Utah,Polygon,State of New Mexico,Polygon,The southeastern tip of the State of Utah and the northwestern corner of the State of New Mexico converge at exactly one singular coordinate point at the Four Corners Monument.,topological,touches,Two state administrative polygons that intersect at exactly one shared vertex without any overlapping interior area or shared linear edge.,Level 3
City of Detroit,Polygon,City of Windsor,Polygon,Detroit and Windsor sit flush against the international boundary drawn invisibly down the center of the Detroit River.,topological,touches,Two city polygons from different nations that share a continuous aquatic border without overlapping.,Level 3
City of Detroit,Polygon,City of Windsor,Polygon,The American and Canadian municipalities sit flush against the international boundary drawn invisibly down the center of the Detroit River.,topological,touches,Two city polygons from different nations that share a continuous aquatic border.,Level 3
Hoover Dam Concrete Face,Polygon,Lake Mead Water Volume,Polygon,"The massive, rigid, concave concrete face of the dam sits flush against the dynamic, fluid body of the massive reservoir.",topological,touches,A physical 3D structural polygon flush against a fluid environmental polygon.,Level 3
Baarle-Hertog Cadastral Plots,MultiPolygon,Baarle-Nassau Cadastral Plots,MultiPolygon,"The fractured Belgian and Dutch land parcels meet at infinitesimally complex junctions, sometimes dividing front doors in half.",topological,touches,Highly fractured micro-borders meeting at shared edges.,Level 3
Golden Gate Bridge Northern Anchor,LineString,Marin Headlands,Polygon,The suspended steel architecture connects directly onto the rocky landmass of the northern California coastline.,topological,touches,A bridge line geometry terminating at a landmass polygon boundary.,Level 3
Vatican City Masonry Walls,Polygon,City of Rome Streets,Polygon,The ancient defensive fortifications stand right at the municipal edge of the Italian capital's modern thoroughfares.,topological,touches,A microstate wall meeting a city municipal polygon.,Level 3
Panmunjom T2 Conference Table,Polygon,Military Demarcation Line,LineString,The geopolitical demarcation line runs straight along the exact geometric midpoint of the wooden negotiating table.,topological,touches,A macro geopolitical line slicing the exact geometric center of a micro furniture polygon.,Level 3
Niagara Falls Horseshoe,Polygon,Canada-US Border,LineString,The plunging veil of water sits exactly upon the international divide separating the two North American nations.,topological,touches,A natural feature polygon meeting an international boundary line.,Level 3
Point Roberts Exclave,Polygon,49th Parallel North,LineString,The isolated Washington state community hangs right off the mathematical survey coordinate dividing the continent.,topological,touches,An exclave polygon meeting a mathematical survey line.,Level 3
Four Corners Monument Plaque,Point,State of Arizona Boundary,Polygon,The physical bronze plaque unites the geometric edges of the southwestern state.,topological,touches,A physical point geometry meeting a massive state boundary.,Level 3
Eurotunnel Terminal Entrance,LineString,French Customs Zone,Polygon,The physical transit track ceases its run right at the outer edge of the international legal perimeter.,topological,touches,The end of a transit line abutting a legal polygon.,Level 3
Trafalgar Square,Polygon,Nelson's Column Base,Point,The massive paved plaza rests directly against the bottom coordinates of the towering monument.,topological,touches,A massive plaza polygon abutting a specific geometric point.,Level 3
Baarle-Nassau Border Monument,Point,Belgian-Dutch Sovereignty Line,LineString,The physical stone marker rests exactly on the invisible line severing the two nations.,topological,touches,A zero-dimensional node meeting a one-dimensional international border.,Level 3
Vennbahn Railway Right-of-Way,Polygon,German Micro-Enclaves,MultiPolygon,The narrow Belgian transit corridor sits flush against the tiny sovereign German territories it creates.,topological,touches,A transit polygon abutting fractured micro-enclave polygons.,Level 3
Svalbard Global Seed Vault Entrance,Point,Platåberget Mountain Surface,Polygon,The reinforced door to the subterranean facility rests perfectly upon the frozen exterior surface of the mountain.,topological,touches,A point geometry meeting the exterior surface of a massive geological polygon.,Level 3
Gotthard Base Tunnel Portal,Point,Swiss Alps Base,Polygon,The entrance to the massive subterranean tube begins right at the foot of the massive mountain range.,topological,touches,A tunnel portal point meeting a mountain range polygon.,Level 3
Diomede Islands Maritime Border,LineString,International Date Line,LineString,The geopolitical boundary separating the US and Russia cleanly meets the International Date Line right in the middle of the strait between Little and Big Diomede.,topological,touches,A geopolitical line geometry cleanly meeting a global navigational line geometry in the middle of a strait.,Level 3
Republic of Botswana,Polygon,Republic of Zambia,Polygon,"Near the Kazungula Bridge, the sovereign territories converge at a highly specific 150-meter micro-boundary precisely in the middle of the Zambezi River.",topological,touches,"Two massive national polygons that meet at an incredibly tiny, almost microscopic linear boundary.",Level 4
Bir Tawil,Polygon,Hala'ib Triangle,Polygon,The universally unclaimed territory and the fiercely disputed zone converge exclusively at a single zero-dimensional vertex located exactly at the 22nd parallel and 34th meridian.,topological,touches,Two distinct administrative polygons that meet at exactly one mathematical coordinate without sharing any linear border.,Level 4
Mount Everest Summit,Point,Nepal-China Border,LineString,The extreme physical geographical elevation point sits exactly flush against the mathematical geodesic line defining the international border separating the two Asian nations.,topological,touches,A physical extreme-elevation point geometry intersecting perfectly with an invisible boundary line.,Level 4
State of Colorado,Polygon,State of New Mexico,Polygon,A perfectly straight latitudinal survey boundary perfectly unites the two southwestern jurisdictions along a shared edge.,topological,touches,Two state administrative polygons meeting at a geometric edge.,Level 4
Republic of Botswana,Polygon,Republic of Zambia,Polygon,"Near the Kazungula Bridge, the sovereign territories of the Republic of Botswana and the Republic of Zambia converge at a highly specific 150-meter micro-boundary precisely in the middle of the Zambezi River.",topological,touches,"Two massive national polygons that share an incredibly tiny, almost microscopic linear boundary along a river thalweg.",Level 4
Bir Tawil,Polygon,Hala'ib Triangle,Polygon,The universally unclaimed territory of Bir Tawil and the fiercely disputed Hala'ib Triangle converge exclusively at a single zero-dimensional vertex located at the intersection of the 22nd parallel and 34th meridian.,topological,touches,Two distinct administrative polygons that meet at exactly one mathematical coordinate without sharing any linear border.,Level 4
Bir Tawil,Polygon,Hala'ib Triangle,Polygon,The universally unclaimed territory of Bir Tawil and the fiercely disputed Hala'ib Triangle converge exclusively at a single zero-dimensional vertex located at the intersection of the 22nd parallel north and the 34th meridian east.,topological,touches,Two distinct administrative polygons that meet at exactly one mathematical coordinate without sharing any linear border.,Level 4
Mount Everest Summit,Point,Nepal-China Border,LineString,The highest physical geographical point of Mount Everest sits exactly flush against the mathematical geodesic line defining the international border between Nepal and China.,topological,touches,A physical extreme-elevation point geometry intersecting perfectly with an invisible geopolitical boundary line without traversing it.,Level 4
Hoover Dam Concrete Face,Polygon,Lake Mead Water Volume,Polygon,"The massive, rigid, concave structural masonry sits perfectly flush against the dynamic, fluid body of the massive reservoir.",topological,touches,A physical 3D structural polygon sitting flush against a fluid environmental polygon.,Level 4
Baarle-Nassau Border Monument 214,Point,Belgian-Dutch Sovereignty Line,LineString,The physical stone marker sits precisely on the exact invisible boundary line separating the sovereign territory of Belgium and the Netherlands.,topological,touches,A 0D point geometry meeting the 1D boundary line of an international border.,Level 4
Golden Gate Bridge Northern Anchor,LineString,Marin Headlands,Polygon,"The suspended steel architecture connects directly onto the rocky landmass of the northern California coastline, ceasing its span.",topological,touches,A bridge line geometry terminating at a landmass polygon boundary.,Level 4
Vennbahn Railway Right-of-Way,Polygon,German Micro-Enclaves,MultiPolygon,"The narrow transit corridor slices through the landscape, abutting the fragmented sovereign territories it creates.",topological,touches,A narrow transit polygon abutting highly fractured micro-enclave polygons.,Level 4
Gotthard Base Tunnel North Portal,Point,Swiss Alps Geomorphic Base,Polygon,The high-speed rail line enters the earth directly where the massive mountain range meets the valley floor.,topological,touches,A tunnel portal point abutting a complex geological polygon.,Level 4
Mariana Trench Geomorphic Lip,Polygon,Abyssal Plain,Polygon,"The severe drop-off of the oceanic trench meets the relatively flat, sprawling expanse of the deep ocean floor.",topological,touches,Two massive submarine geomorphic polygons abutting at a severe drop-off.,Level 4
Republic of Botswana,Polygon,Republic of Zambia,Polygon,"Near the Kazungula transit hub, the sovereign territories converge at a highly specific 150-meter micro-boundary precisely in the middle of the Zambezi River.",topological,touches,Two massive national polygons converging at an incredibly tiny linear abutment.,Level 5
Four Corners Monument,Point,State of Utah,Polygon,The physical bronze survey plaque converges precisely at the extreme southeastern tip of the desert state's geometric limits.,topological,touches,A zero-dimensional node converging exactly at the extreme vertex of a massive state polygon.,Level 5
Mount Everest Summit,Point,Nepal-China Border,LineString,The extreme physical geographical elevation point sits perfectly flush against the mathematical geodesic line defining the international border separating the two Asian nations.,topological,touches,A physical extreme-elevation point geometry converging perfectly with an invisible boundary line.,Level 5
State of Colorado,Polygon,State of New Mexico,Polygon,A perfectly straight latitudinal survey boundary seamlessly unites the two southwestern jurisdictions along a shared edge.,topological,touches,Two state administrative polygons meeting at a geometric edge.,Level 5
Eurotunnel Terminal Boundary,LineString,French Maritime Customs Zone,Polygon,"The final coordinate of the physical track architecture terminates right at the outer edge of the customs jurisdiction, matching its perimeter flawlessly without dropping a single meter deeper.",topological,touches,The end node of a LineString geometry abutting the outer boundary of a Polygon.,Level 5
Diomede Islands Maritime Border,LineString,International Date Line,LineString,The geopolitical boundary severing the US and Russia cleanly converges with the global navigational time barrier right in the middle of the Bering Strait.,topological,touches,A geopolitical line geometry cleanly abutting a global navigational line geometry.,Level 5
Vatican City Masonry Walls,Polygon,City of Rome Streets,Polygon,"The ancient defensive fortifications stand right at the municipal edge of the Italian capital's modern thoroughfares, creating a hard stop to Italian jurisdiction.",topological,touches,A sovereign microstate wall abutting a city municipal polygon.,Level 5
Panmunjom T2 Conference Table,Polygon,Military Demarcation Line,LineString,The geopolitical demarcation barrier runs straight along the exact geometric midpoint of the wooden negotiating table located in the Joint Security Area.,topological,touches,A macro geopolitical line slicing the exact geometric center of a micro furniture polygon.,Level 5
Niagara Falls Horseshoe,Polygon,Canada-US Border,LineString,The plunging veil of water sits exactly upon the international divide severing the two North American nations.,topological,touches,A natural feature polygon abutting an international boundary line.,Level 5
Point Roberts Exclave,Polygon,49th Parallel North,LineString,The isolated Washington state community hangs right off the mathematical survey coordinate dividing the North American continent.,topological,touches,An exclave polygon abutting a mathematical survey line.,Level 5
Trafalgar Square Base,Polygon,Nelson's Column,Point,The massive stone paving of the square sits flush against the bottom coordinates of the towering monument honoring the naval commander.,topological,touches,A massive flat polygon abutting the geometric base point of a vertical monument.,Level 5
Svalbard Global Seed Vault Portal,Point,Platåberget Mountain Exterior,Polygon,The heavy steel doors protecting the agricultural bunker rest flush against the freezing winds whipping across the mountain's surface.,topological,touches,An infrastructure portal point meeting the exterior environmental polygon.,Level 5
International Space Station Docking Ring,Polygon,SpaceX Crew Dragon Adapter,Polygon,The titanium orbital architectures converge perfectly in the vacuum of space to create a hermetic seal.,topological,touches,Two orbital architecture polygons abutting to form a seal.,Level 5
Hoover Dam Concrete Face,Polygon,Lake Mead Water Volume,Polygon,"The massive, rigid, concave structural masonry sits perfectly flush against the dynamic, fluid body of the sprawling reservoir.",topological,touches,A physical 3D structural polygon sitting flush against a fluid environmental polygon.,Level 5
Baarle-Nassau Border Monument 214,Point,Belgian-Dutch Sovereignty Line,LineString,The physical stone marker sits precisely on the exact invisible boundary line separating the sovereign domains of Belgium and the Netherlands.,topological,touches,A zero-dimensional point geometry meeting the 1D boundary line of an international border.,Level 5
Vennbahn Railway Right-of-Way,Polygon,German Micro-Enclaves,MultiPolygon,"The narrow transit corridor slices through the landscape, abutting the fragmented sovereign territories it creates without entering them.",topological,touches,A narrow transit polygon abutting highly fractured micro-enclave polygons.,Level 5
Gotthard Base Tunnel North Portal,Point,Swiss Alps Geomorphic Base,Polygon,The high-speed rail line enters the earth directly where the massive mountain range converges with the valley floor.,topological,touches,A tunnel portal point abutting a complex geological polygon.,Level 5
Mariana Trench Geomorphic Lip,Polygon,Abyssal Plain,Polygon,"The severe drop-off of the oceanic trench converges with the relatively flat, sprawling expanse of the deep ocean floor.",topological,touches,Two massive submarine geomorphic polygons abutting at a severe drop-off.,Level 5
Hoover Dam Concrete Face,Polygon,Lake Mead,Polygon,"The massive curved concrete wall of the Hoover Dam holds back the immense reservoir of Lake Mead, creating a continuous structural interface where the solid masonry meets the liquid body.",topological,touches,The two structural geometries share a continuous 2D surface boundary interface without their internal volumes intruding into each other.,Level 5
Baarle-Nassau Border Monument 214,Point,Belgian-Dutch Sovereignty Line,LineString,The stone marker designated as Border Monument 214 sits precisely on the exact boundary line separating Belgium and the Netherlands.,topological,touches,A 0D point geometry intersects the 1D boundary line of the international border without traversing it.,Level 5
Eurotunnel Terminal Boundary,LineString,French Maritime Customs Zone,Polygon,"The final coordinate of the Eurotunnel track architecture terminates right at the outer edge of the French Maritime Customs Zone, matching its perimeter flawlessly without dropping a single meter inside.",topological,touches,The end node of a LineString geometry meets the outer boundary of a Polygon without any internal spatial intrusion.,Level 5
Eiffel Tower,Point,City of Paris,Polygon,"The Eiffel Tower stands proudly on the Champ de Mars, situated fully in the city limits of Paris.",topological,within,A geometric point representing a landmark is located entirely inside a city polygon.,Level 1
City of Seattle,Polygon,State of Washington,Polygon,The municipal boundaries of the City of Seattle exist entirely inside the state lines of Washington.,topological,within,A city polygon is completely boxed in by a state polygon.,Level 1
Buckingham Palace,Polygon,City of London,Polygon,The royal residence of Buckingham Palace is situated entirely enclosed by the urban footprint of London.,topological,within,A palace polygon is fully surrounded by a city polygon.,Level 1
City of Paris,Polygon,France,Polygon,The densely populated capital city is strictly bounded by the national frontiers of the European nation.,topological,within,A city polygon entirely trapped by a nation polygon.,Level 1
City of Denver,Polygon,State of Colorado,Polygon,The mile-high city nestled near the mountains is entirely trapped by the rectangular state lines.,topological,within,A city polygon acting as the interior object to a complete bounding box.,Level 1
City of London,Polygon,United Kingdom,Polygon,The urban borders of the historic capital are completely encompassed by the island nation.,topological,within,A city polygon completely surrounded by a nation polygon.,Level 1
City of Rome,Polygon,Italy,Polygon,The ancient municipal grid is entirely enveloped by the sovereign territory of the country.,topological,within,A city polygon completely bounded by a national polygon.,Level 1
City of Phoenix,Polygon,State of Arizona,Polygon,The sprawling urban footprint is perfectly boxed in by the desert state limits.,topological,within,A city polygon fully enclosed by a state polygon.,Level 1
City of Seattle,Polygon,State of Washington,Polygon,The coastal municipal grid is completely wrapped by the state lines.,topological,within,A city polygon fully surrounded by a state polygon.,Level 1
Mount Fuji,Polygon,Japan,Polygon,The iconic geological base is completely surrounded by the territory of the island nation.,topological,within,The geological polygon is completely encircled by the national polygon.,Level 1
Uluru,Polygon,Australia,Polygon,The ancient sandstone monolith located in the arid center is completely surrounded by the massive continental landmass.,topological,within,A landmark polygon fully enclosed by a continental polygon.,Level 1
Island of Malta,Polygon,Mediterranean Sea,Polygon,The rocky shores of the island are completely encircled by the salty waters on every side.,topological,within,An island polygon strictly bounded by a sea polygon.,Level 1
Central Park,Polygon,State of New York,Polygon,The massive green rectangle located in Manhattan is completely enclosed by the state lines.,topological,within,A park polygon completely enveloped by a state polygon.,Level 1
City of Sacramento,Polygon,State of California,Polygon,The central municipal grid is entirely surrounded by the sprawling borders of the massive state.,topological,within,A city polygon completely encircled by a state polygon.,Level 1
Province of Alberta,Polygon,Canada,Polygon,The landlocked province is completely wrapped by the national frontiers of the massive country.,topological,within,A provincial polygon fully bounded by a country polygon.,Level 1
City of Orlando,Polygon,State of Florida,Polygon,The inland municipal limits are completely trapped by the peninsular state borders.,topological,within,An inland city boxed in by a state polygon.,Level 1
City of Columbus,Polygon,State of Ohio,Polygon,The central municipal footprint is completely encircled by the midwestern state boundaries.,topological,within,A city enveloped by an absolute perimeter.,Level 1
City of Madrid,Polygon,Spain,Polygon,The central capital city is entirely encircled by the national borders.,topological,within,A city trapped by a complete national boundary.,Level 1
Island of Oahu,Polygon,Pacific Ocean,Polygon,The volcanic shores are completely isolated and encircled by the vast oceanic waters.,topological,within,An island polygon perfectly isolated by an absolute oceanic boundary.,Level 1
City of Springfield,Polygon,State of Illinois,Polygon,The municipal footprint is perfectly surrounded by the midwestern state limits.,topological,within,A city polygon completely enveloped by a state polygon.,Level 1
Eiffel Tower,Point,City of Paris,Polygon,The iconic iron structure stands strictly confined inside the municipal limits of the French capital.,topological,within,A geometric point representing a landmark is located entirely inside a city polygon.,Level 2
City of Seattle,Polygon,State of Washington,Polygon,The municipal boundaries exist entirely inside the state lines of the Pacific Northwest territory.,topological,within,A city polygon is completely boxed in by a state polygon.,Level 2
Buckingham Palace,Polygon,City of London,Polygon,The royal residence is situated entirely enclosed by the urban footprint of the massive metropolis.,topological,within,A palace polygon is fully surrounded by a city polygon.,Level 2
San Marino,Polygon,Republic of Italy,Polygon,"The ancient microstate is completely encircled by the sovereign territory, locking it permanently inland.",topological,within,A sovereign nation completely enveloped by an absolute geographic host.,Level 2
The Gambia,Polygon,Senegal,Polygon,The slender borders of the anglophone nation are completely surrounded by the francophone country on all terrestrial sides.,topological,within,A national polygon almost entirely enveloped by another on all land-based sides.,Level 2
Zion National Park,Polygon,State of Utah,Polygon,The federal boundaries protecting the deep red rock canyons are completely surrounded by the desert state.,topological,within,A national park polygon fully enclosed by a state polygon.,Level 2
Ometepe Island,Polygon,Lake Nicaragua,Polygon,The twin-volcano island landmass is completely wrapped by the massive Central American freshwater basin.,topological,within,A volcanic island polygon entirely bound by a lake polygon.,Level 2
White Sands National Park,Polygon,State of New Mexico,Polygon,The sprawling gypsum dune fields preserved by the federal government are completely trapped by the southwestern state.,topological,within,A national park fully bounded by a state polygon.,Level 2
Dahlak Archipelago,MultiPolygon,Red Sea,Polygon,"The small, arid island chain located off the coast of Eritrea is completely isolated by the narrow sea.",topological,within,An island chain entirely encircled by a sea polygon.,Level 2
Badlands National Park,Polygon,State of South Dakota,Polygon,The eroded buttes and pinnacles of the federal preserve are completely surrounded by the midwestern state boundaries.,topological,within,A park trapped by a complete geometric host.,Level 2
Ssese Islands,MultiPolygon,Lake Victoria,Polygon,"The archipelago is completely encircled by the massive fresh waters, severing the islands entirely from the African shores.",topological,within,A target MultiPolygon geometrically trapped by a lake perimeter.,Level 2
Grand Teton National Park,Polygon,State of Wyoming,Polygon,The massive federal park lands preserving the jagged mountain peaks are perfectly boxed in by the straight survey lines.,topological,within,A national park polygon entirely bound by a state perimeter.,Level 2
Yosemite National Park,Polygon,State of California,Polygon,The massive granite cliffs and valleys of the federal preserve are completely enveloped by the sprawling state borders.,topological,within,A national park completely bounded by a state polygon.,Level 2
Madagascar,Polygon,Indian Ocean,Polygon,The massive island ecosystem is completely isolated from the mainland by the warm oceanic currents.,topological,within,A massive island polygon completely encircled by an ocean polygon.,Level 2
Bermuda,MultiPolygon,Atlantic Ocean,Polygon,The isolated archipelago is completely boxed in by the turbulent deep waters hundreds of miles from the nearest continent.,topological,within,A remote island chain bound by an absolute oceanic boundary.,Level 2
Australian Capital Territory,Polygon,New South Wales,Polygon,The inland territory governing the nation is completely bounded by the massive state borders.,topological,within,A specific administrative territory completely enclosed by a massive regional polygon.,Level 2
Manitoulin Island,Polygon,Lake Huron,Polygon,"The massive freshwater island is completely encircled by the sprawling Great Lake, isolating its shores entirely.",topological,within,A large island polygon entirely enveloped by a major lake polygon.,Level 2
Glacier National Park,Polygon,State of Montana,Polygon,The jagged alpine terrain of the protected federal park is perfectly surrounded by the northern state limits.,topological,within,A national park completely enclosed by a state polygon.,Level 2
New Delhi District,Polygon,Republic of India,Polygon,"The capital district is completely wrapped by the national borders, situating it deep in the country's interior.",topological,within,A capital district polygon enveloped by an absolute national perimeter.,Level 2
Isla del Sol,Polygon,Lake Titicaca,Polygon,The historical rocky island is completely encircled by the high-altitude Andean lake.,topological,within,An island polygon entirely bounded by a lake polygon.,Level 2
United Nations Headquarters,Polygon,Borough of Manhattan,Polygon,"Despite its status as an international diplomatic territory, the physical real estate of the UN Headquarters sits purely situated completely inside the municipal borders of Manhattan.",topological,within,Testing legal vs. physical topology: an international legal polygon is physically contained entirely inside a city borough polygon.,Level 3
United Nations Headquarters,Polygon,Borough of Manhattan,Polygon,"Despite its international diplomatic status, the physical real estate sits entirely confined inside the municipal borders.",topological,within,An international legal polygon physically completely confined inside a city borough polygon.,Level 3
Camp David,Polygon,Catoctin Mountain Park,Polygon,The highly secure restricted federal perimeter is completely hidden deep inside the forested public boundaries.,topological,within,"A classified, restricted federal polygon fully bounded by a public federal park polygon.",Level 3
San Marino,Polygon,Italian Peninsula,Polygon,The sovereign microstate operates entirely trapped inside the massive boots-shaped landmass extending into the Mediterranean.,topological,within,A sovereign micro-state completely bounded by a massive continental peninsula.,Level 3
Kingdom of Lesotho,Polygon,South African Borders,Polygon,The independent kingdom sits strictly confined by the surrounding borders of the massive host nation.,topological,within,An independent nation polygon completely confined by another nation's polygon.,Level 3
Busingen am Hochrhein,Polygon,Swiss Canton of Schaffhausen,Polygon,"The German municipal exclave operates entirely locked inside the Swiss regional borders, utilizing Swiss public services.",topological,within,A foreign municipal exclave completely trapped by a host nation's regional canton.,Level 3
Vatican City,Polygon,City of Rome,Polygon,The independent microstate is completely boxed in by the municipal limits of the Italian capital on all sides.,topological,within,A sovereign micro-state completely bounded and surrounded by a major city polygon.,Level 3
Hopi Reservation,Polygon,Navajo Nation,Polygon,The independently governed lands are completely isolated and bound by the massive tribal territory.,topological,within,A micro-administrative tribal polygon entirely trapped by a macro-administrative one.,Level 3
City of Beverly Hills,Polygon,City of Los Angeles,Polygon,The independent luxury enclave is completely encircled by the sprawling municipal grid of the massive metropolis.,topological,within,An independent smaller city polygon completely enveloped by a massive city polygon.,Level 3
City of Hamtramck,Polygon,City of Detroit,Polygon,"The smaller, independent municipality is perfectly trapped by the massive automotive hub, isolating it from the rest of the county.",topological,within,A minor city completely surrounded by a major city donut hole.,Level 3
City of London Corporation,Polygon,Greater London Authority,Polygon,"The ancient, independently governed financial core is completely wrapped by the sprawling metropolitan government.",topological,within,A historical micro-municipal polygon entirely enveloped by a macro-municipal polygon.,Level 3
Yellowstone Caldera,Polygon,Yellowstone National Park,Polygon,"The sprawling, subterranean geological footprint of the active natural hazard is completely safeguarded by the human-drawn federal boundaries.",topological,within,A subterranean volcanic polygon perfectly bounded by an administrative surface polygon.,Level 3
Abyei Demilitarized Box,Polygon,Republic of Sudan,Polygon,"The highly contested, jointly administered zone is strictly bound by the sovereign national borders.",topological,within,A specialized demilitarized administrative zone completely encircled by a national polygon.,Level 3
City of Norwood,Polygon,City of Cincinnati,Polygon,The independent municipal limits of the smaller residential enclave are completely enveloped by the Ohio metropolis.,topological,within,A smaller city entirely bound by a larger city.,Level 3
University Endowment Lands,Polygon,City of Vancouver,Polygon,The unincorporated educational jurisdiction is completely surrounded by the sprawling municipal limits.,topological,within,A specific unincorporated administrative zone entirely enclosed by a city polygon.,Level 3
Royal Botanic Garden Sydney,Polygon,City of Sydney,Polygon,The sprawling historical botanical reserve located near the harbor is completely wrapped by the urban center.,topological,within,A specialized botanical park polygon entirely bounded by a city polygon.,Level 3
Denali Wilderness Area,Polygon,State of Alaska,Polygon,The highly restricted core of the federal preserve is completely bounded by the massive frontier state.,topological,within,A specialized wilderness area completely enveloped by a massive state polygon.,Level 3
United Nations Headquarters,Polygon,City of New York,Polygon,The international diplomatic real estate is completely encircled by the relentless urban grid of Manhattan.,topological,within,An international legal polygon completely bounded by a city polygon.,Level 3
Golden Gate Park,Polygon,City of San Francisco,Polygon,The massive green rectangle stretching across the peninsula is completely boxed in by the dense urban masonry.,topological,within,A massive park polygon trapped by a city polygon geometric host.,Level 3
O'Hare International Airport Bounds,Polygon,City of Chicago,Polygon,The massive aviation transit hub is completely enveloped by the sprawling midwestern municipality.,topological,within,An airport infrastructure polygon fully bounded by a city polygon.,Level 3
Camp David,Polygon,Catoctin Mountain Park,Polygon,"The highly secure, restricted perimeter of the Presidential retreat is completely hidden and enclosed deep inside the forested boundaries of the public federal preserve in Maryland.",topological,within,"A classified, restricted federal polygon fully bounded by a public federal park polygon.",Level 4
San Marino,Polygon,Italian Peninsula,Polygon,The sovereign microstate operates entirely trapped inside the massive boots-shaped landmass extending into the Mediterranean Sea.,topological,within,A sovereign micro-state completely bounded by a massive continental peninsula.,Level 4
Busingen am Hochrhein,Polygon,Swiss Canton of Schaffhausen,Polygon,"The German municipal exclave operates entirely locked inside the Swiss regional borders, utilizing Swiss public services and currency.",topological,within,A foreign municipal exclave completely trapped by a host nation's regional canton.,Level 4
Camp David,Polygon,Catoctin Mountain Park,Polygon,"The highly secure, restricted federal perimeter of the Presidential retreat known as Camp David is completely hidden and enclosed deep inside the forested boundaries of Catoctin Mountain Park in Maryland.",topological,within,"A highly classified, restricted federal polygon fully contained inside the exterior boundaries of a public federal park polygon.",Level 4
Busingen am Hochrhein,Polygon,Swiss Canton of Schaffhausen,Polygon,"The German municipal exclave is perfectly encircled by the regional borders, ensuring it relies entirely on foreign infrastructure.",topological,within,A foreign municipal polygon completely enveloped by a regional administrative polygon.,Level 4
Diego Garcia,Polygon,Indian Ocean,Polygon,"The militarized atoll is completely isolated from any surrounding landmasses by the vast, remote waters.",topological,within,A highly restricted atoll perfectly isolated by an absolute oceanic perimeter.,Level 4
Municipality of Llivia,Polygon,French Republic,Polygon,"The historic Spanish municipal exclave is completely surrounded by the host nation, totally isolating it from the Iberian peninsula.",topological,within,A foreign municipal exclave entirely trapped by a host nation perimeter.,Level 4
Sovereign Military Order of Malta HQ,Polygon,City of Rome,Polygon,The extraterritorial architectural footprint of the stateless sovereign entity is perfectly boxed in by the municipal limits of the Italian capital.,topological,within,An extraterritorial legal polygon completely bounded by a city municipal polygon.,Level 4
Camp Zeist Legal Compound (1999),Polygon,Kingdom of the Netherlands,Polygon,"During the Lockerbie trial, the temporary Scottish legal jurisdiction was completely enveloped by the host nation on all sides.",topological,within,"A temporary, second-order legal enclave completely encircled by a host nation.",Level 4
Svalbard Global Seed Vault,Polygon,Spitsbergen Permafrost Zone,Polygon,The secure subterranean architectural footprint engineered to preserve agriculture is completely encapsulated by the deep geological freezing layer.,topological,within,An engineered architectural polygon fully bounded by a specialized environmental polygon.,Level 4
Camp David Restricted Perimeter,Polygon,Catoctin Mountain Park,Polygon,"The highly secure, classified Presidential retreat is entirely hidden and completely encircled by the public federal preserve.",topological,within,A highly restricted federal polygon completely bounded by a public federal park polygon.,Level 4
Loch Ness Water Volume,Polygon,Great Glen Fault,Polygon,The deep freshwater body slicing through the Scottish Highlands is completely trapped by the massive geological tectonic depression.,topological,within,A major aquatic polygon completely bounded by a geological tectonic polygon.,Level 4
The Pentagon Grounds,Polygon,State of Virginia,Polygon,The massive military structure and its sprawling parking infrastructure are completely encapsulated by the local county lines.,topological,within,A massive military footprint completely bounded by a state-level administrative polygon.,Level 4
Prince Edward Islands,MultiPolygon,Republic of South Africa,Polygon,"The isolated, uninhabited sub-Antarctic island chain is completely boxed in by the sovereign maritime claims.",topological,within,A remote island chain entirely trapped by a national maritime polygon.,Level 4
Central Park Reservoir,Polygon,New York City Municipal Grid,Polygon,"The deep artificial water basin is entirely encircled by the massive park, which in turn is completely surrounded by the massive urban masonry.",topological,within,An artificial water basin completely trapped by a massive city municipal polygon.,Level 4
Lake Eyre Basin,Polygon,Australian Continent,Polygon,"The sprawling, internally draining endorheic basin is completely encapsulated by the massive terrestrial boundaries.",topological,within,A massive endorheic drainage basin entirely bounded by a continental polygon.,Level 4
Mount Rainier Glacial Cap,Polygon,Mount Rainier National Park,Polygon,The massive ice sheet resting on the volcanic peak is completely enveloped by the broad square federal boundaries.,topological,within,A high-altitude glacial polygon completely bounded by a federal park polygon.,Level 4
